title,score,year
Brigadoon: Marin to Melan,7.19,2000.0
Maison Ikkoku,8.2,1986.0
Kemonozume,7.34,2006.0
L/R: Licensed by Royal,6.4,2003.0
Uchuu no Kishi Tekkaman,6.19,1975.0
Uchuu no Kishi Tekkaman Blade,7.42,1992.0
Hakaima Sadamitsu,6.8,2001.0
Hakugei Densetsu,6.56,1997.0
Monster Farm: Enbanseki no Himitsu,6.8,1999.0
City Hunter,7.9,1987.0
City Hunter 2,8.06,1988.0
City Hunter 3,7.8,1989.0
City Hunter '91,7.74,1991.0
D.Gray-man,8.0,2006.0
Master Keaton,7.61,1998.0
Akachan to Boku,7.82,1996.0
Kodomo no Omocha (TV),8.05,1996.0
Ginga Tetsudou Monogatari,7.07,2003.0
Ginga Tetsudou 999,7.75,1978.0
Project ARMS,6.91,2001.0
Project ARMS: The 2nd Chapter,6.96,2001.0
Black Blood Brothers,7.08,2006.0
Mahou Shoujo Pretty Sammy (1996),6.72,1996.0
Sci-Fi Harry,6.15,2000.0
Mamotte! Lollipop,6.61,2006.0
Kirarin☆Revolution,7.09,2006.0
Silent Möbius,6.76,1998.0
Black Lagoon: The Second Barrage,8.17,2006.0
Fuujin Monogatari,7.21,2004.0
Kanon (2006),7.94,2006.0
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.62,2005.0
Ai Tenshi Densetsu Wedding Peach,6.74,1995.0
Futari wa Precure: Splash☆Star,7.19,2006.0
Death Note,8.62,2006.0
Busou Renkin,7.28,2006.0
Genshi Shounen Ryuu,6.25,1971.0
Pumpkin Scissors,7.15,2006.0
Souten no Ken,6.68,2006.0
Brain Powerd,6.18,1998.0
Yoake Mae yori Ruriiro na: Crescent Love,7.08,2006.0
Negima!?,6.92,2006.0
Obake no Q-tarou,6.08,1965.0
Shin Taketori Monogatari: 1000-nen Joou,7.11,1981.0
Attack No.1,6.75,1970.0
Asatte no Houkou.,7.01,2006.0
Tokimeki Memorial: Only Love,7.01,2006.0
Shounen Onmyouji,7.53,2006.0
Shijou Saikyou no Deshi Kenichi,8.03,2006.0
Lovedol: Lovely Idol,6.1,2006.0
Yamato Nadeshiko Shichihenge♥,7.71,2006.0
Magic Knight Rayearth II,7.49,1995.0
Pokemon Advanced Generation,7.14,2002.0
Pokemon Diamond & Pearl,7.32,2006.0
Kaitou Saint Tail,7.55,1995.0
Sumomomo Momomo: Chijou Saikyou no Yome,6.82,2006.0
Otome wa Boku ni Koishiteru,7.01,2006.0
Happiness!,6.33,2006.0
Ghost Hunt,7.74,2006.0
Jungle Taitei,6.58,1965.0
Kishin Douji Zenki,6.97,1995.0
Get Ride! AMDriver,6.28,2004.0
Code Geass: Hangyaku no Lelouch,8.71,2006.0
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.81,2006.0
Kiniro no Corda: Primo Passo,7.4,2006.0
Gift: Eternal Rainbow,6.55,2006.0
009-1,6.2,2006.0
Tenpou Ibun: Ayakashi Ayashi,6.85,2006.0
Mamoru-kun ni Megami no Shukufuku wo!,7.01,2006.0
Bartender,7.31,2006.0
Legendz: Yomigaeru Ryuuou Densetsu,7.32,2004.0
Kujibiki♥Unbalance,6.21,2006.0
Hataraki Man,6.98,2006.0
Jigoku Shoujo Futakomori,7.87,2006.0
Panyo Panyo Di Gi Charat,6.65,2002.0
Eat-Man '98,6.64,1998.0
Galaxy Angel Rune,6.2,2006.0
Red Garden,7.02,2006.0
Soukou no Strain,7.0,2006.0
Super Robot Taisen OG: Divine Wars,6.77,2006.0
Katekyou Hitman Reborn!,8.12,2006.0
Kekkaishi,7.59,2006.0
Venus Versus Virus,6.31,2007.0
Salaryman Kintarou,7.42,2001.0
Captain Tsubasa: Road to 2002,7.47,2001.0
Massugu ni Ikou.,6.37,2003.0
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),6.53,1999.0
G-On Riders,5.75,2002.0
Maou Dante,5.95,2002.0
Devilman Lady,6.6,1998.0
Peter Pan no Bouken,6.77,1989.0
Sugar Sugar Rune,7.5,2005.0
Uchuu Senkan Yamato,7.54,1974.0
Uchuu Senkan Yamato 2,7.39,1978.0
Uchuu Senkan Yamato III,6.99,1980.0
Nerima Daikon Brothers,7.26,2006.0
PostPet Momobin,5.25,2004.0
Kurogane Communication,6.63,1998.0
Cutie Honey,6.4,1973.0
Haha wo Tazunete Sanzenri,7.47,1976.0
Babel Nisei (2001),5.64,2001.0
Babel Nisei,6.23,1973.0
Barom One,5.07,2003.0
Bakuten Shoot Beyblade G Revolution,6.99,2003.0
Bakuten Shoot Beyblade 2002,6.74,2002.0
Bomberman B-Daman Bakugaiden,6.59,1998.0
Bomberman B-Daman Bakugaiden Victory,6.46,1999.0
Captain Tsubasa J,7.28,1994.0
Chou Robot Seimeitai Transformers Micron Densetsu,6.83,2003.0
Cosmo Warrior Zero,6.52,2001.0
Cyborg 009: The Cyborg Soldier,7.24,2001.0
Di Gi Charat Nyo,7.05,2003.0
Dotto Koni-chan,7.29,2000.0
Duel Masters,5.84,2002.0
Nanatsu-iro★Drops,6.98,2007.0
Bokura no,7.59,2007.0
Kaze no Stigma,7.15,2007.0
Reideen,6.51,2007.0
iDOLM@STER Xenoglossia,6.45,2007.0
Les Misérables: Shoujo Cosette,7.91,2007.0
Nodame Cantabile,8.25,2007.0
Romeo x Juliet,7.57,2007.0
Tokyo Tribe 2,6.62,2006.0
Eat-Man,6.34,1997.0
Genma Taisen: Shinwa Zenya no Shou,4.94,2002.0
Gun Frontier,6.52,2002.0
Kinnikuman II Sei,6.91,2002.0
Majuu Sensen: The Apocalypse,5.28,2003.0
Rockman.EXE,6.91,2002.0
Ryuusei Sentai Musumet,5.98,2004.0
Shinseikiden Mars,5.43,2002.0
Submarine Super 99,6.18,2003.0
Hitohira,6.71,2007.0
Nagasarete Airantou,7.2,2007.0
Saint October,6.46,2007.0
Devil May Cry,6.95,2007.0
Shinkyoku Soukai Polyphonica,6.78,2007.0
Super GALS! Kotobuki Ran,7.4,2001.0
Naruto: Shippuuden,8.28,2007.0
Uchuu Senshi Baldios,6.46,1980.0
Muteki Kanban Musume,7.07,2006.0
Shibawanko no Wa no Kokoro,,2006.0
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,5.05,2006.0
Super Milk-chan,5.92,1998.0
Wagamama☆Fairy Mirumo de Pon!,7.3,2002.0
Wild 7 Another Bouryaku Unga,5.08,2002.0
Zoids Fuzors,6.39,2004.0
Oh! Super Milk-chan,6.08,2000.0
Ring ni Kakero 1: Nichibei Kessen-hen,6.52,2006.0
Jikuu Tenshou Nazca,5.5,1998.0
Dae Jang Geum: Jang Geum's Dream,7.26,2005.0
Overman King Gainer,6.94,2002.0
Master Mosquiton '99,6.55,1997.0
Prism Ark,6.39,2007.0
Kamichama Karin,7.18,2007.0
Kyoushirou to Towa no Sora,6.38,2007.0
Hanoka,3.41,2006.0
Sonic X,6.63,2003.0
Claymore,7.73,2007.0
Shin Hakkenden,7.17,1999.0
Deltora Quest,7.1,2007.0
Seirei no Moribito,8.12,2007.0
Ryuusei no Rockman,7.09,2006.0
Shuffle! Memories,6.52,2007.0
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.74,2003.0
Jagainu-kun,6.43,2004.0
Zero no Tsukaima: Futatsuki no Kishi,7.39,2007.0
Major S3,8.21,2007.0
Clamp Gakuen Tanteidan,6.83,1997.0
Gaiking: Legend of Daiku-Maryu,7.12,2005.0
Princess Nine: Kisaragi Joshikou Yakyuubu,7.16,1998.0
Haou Taikei Ryuu Knight,6.73,1994.0
Hidamari Sketch,7.46,2007.0
Cutie Honey F,6.61,1997.0
Gakuen Utopia Manabi Straight!,7.25,2007.0
Tokyo Majin Gakuen Kenpuuchou: Tou,7.03,2007.0
Silk Road Shounen Yuuto,,2006.0
Koisuru Tenshi Angelique: Kagayaki no Ashita,6.89,2007.0
Getsumen to Heiki Mina,6.23,2007.0
Giniro no Olynsis: Tokito,6.2,2006.0
Saru Getchu: On Air,6.01,2006.0
Plawres Sanshirou,7.37,1983.0
Kaze no Shoujo Emily,7.35,2007.0
Sasami: Mahou Shoujo Club,6.57,2006.0
Sasami: Mahou Shoujo Club 2,6.66,2006.0
Kappa no Kaikata,6.16,2004.0
Himesama Goyoujin,6.32,2006.0
Master of Epic: The Animation Age,5.85,2007.0
Fushigiboshi no☆Futagohime Gyu!,7.14,2006.0
Lucky☆Star,7.75,2007.0
Higurashi no Naku Koro ni Kai,8.16,2007.0
YAT Anshin! Uchuu Ryokou,7.04,1996.0
YAT Anshin! Uchuu Ryokou 2,6.9,1998.0
Azuki-chan,6.69,1995.0
Zettai Muteki Raijin-Oh,6.88,1991.0
Masou Kishin Cybuster,6.06,1999.0
Marginal Prince: Gekkeiju no Ouji-tachi,5.78,2006.0
Saiunkoku Monogatari 2nd Season,8.0,2007.0
Mahou Shoujo Lyrical Nanoha StrikerS,7.61,2007.0
Futari wa Precure: Max Heart,6.99,2005.0
Yes! Precure 5,7.18,2007.0
Misute♡naide Daisy,5.66,1997.0
Moonlight Mile 1st Season: Lift Off,7.1,2007.0
Rocket Girls,6.89,2007.0
Ashita no Nadja,7.59,2003.0
Kikou Sennyo Rouran,5.67,2002.0
Kimagure Robot,5.95,2004.0
Ikkitousen: Dragon Destiny,6.72,2007.0
Sore Ike! Anpanman,6.61,1988.0
Chikyuu Bouei Kazoku,6.64,2001.0
Sola,7.16,2007.0
Meitantei Holmes,7.38,1984.0
Glass no Kamen (2005),8.02,2005.0
Mutekiou Tri-Zenon,6.16,2000.0
UFO Robo Grendizer,7.57,1975.0
Wakusei Robo Danguard Ace,5.99,1977.0
Himawari!!,6.42,2007.0
Juusou Kikou Dancougar Nova,5.95,2007.0
Tengen Toppa Gurren Lagann,8.64,2007.0
Heroic Age,7.5,2007.0
Hanada Shounen-shi,7.98,2002.0
Taiho Shichau zo Special,7.01,1999.0
Jigoku Sensei Nube,7.53,1996.0
Taiho Shichau zo: Second Season,7.37,2001.0
Yoshimune,5.87,2006.0
Darker than Black: Kuro no Keiyakusha,8.04,2007.0
Hayate no Gotoku!,7.5,2007.0
El Cazador de la Bruja,7.2,2007.0
Shining Tears X Wind,6.46,2007.0
Wellber no Monogatari: Sisters of Wellber,6.6,2007.0
Lovely★Complex,8.03,2007.0
Eikoku Koi Monogatari Emma: Molders-hen,7.8,2007.0
Cosmic Baton Girl Comet-san☆,7.23,2001.0
Hime-chan no Ribbon,7.44,1992.0
Mahou no Star Magical Emi,6.8,1985.0
Mahou no Yousei Persia,6.82,1984.0
Mahou no Angel Sweet Mint,6.61,1990.0
Ai to Yuuki no Pig Girl Tonde Buurin,6.68,1994.0
Cat's Eye,7.22,1983.0
Mahou no Tenshi Creamy Mami,7.21,1983.0
Kerokero Chime,6.46,1997.0
Kiko-chan Smile,6.43,1996.0
Kindaichi Shounen no Jikenbo,7.94,1997.0
NG Knight Ramune & 40,7.02,1990.0
VS Knight Lamune & 40 Fire,6.91,1996.0
Choujikuu Seiki Orguss,6.46,1983.0
Seto no Hanayome,7.65,2007.0
Touka Gettan,6.45,2007.0
Kiss Dum: Engage Planet,6.51,2007.0
Rockman.EXE Axess,7.14,2003.0
Rockman.EXE Stream,7.05,2004.0
Rockman.EXE Beast,7.04,2005.0
Over Drive,7.51,2007.0
Tenkuu Senki Shurato,7.18,1989.0
Captain Tsubasa,7.36,1983.0
Chouja Raideen,6.38,1996.0
Yuusha Raideen,6.47,1975.0
True Tears,7.26,2008.0
Kaibutsu Oujo,6.95,2007.0
Blue Dragon,6.4,2007.0
Tanoshii Muumin Ikka,8.28,1990.0
Nils no Fushigi na Tabi,7.14,1980.0
Oh! Edo Rocket,7.18,2007.0
Saint Beast: Kouin Jojishi Tenshi Tan,6.29,2007.0
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,6.13,2007.0
Bakugan Battle Brawlers,6.49,2007.0
Koutetsushin Jeeg,6.89,2007.0
Terra e... (TV),7.85,2007.0
Ookiku Furikabutte,7.87,2007.0
Skull Man,6.58,2007.0
Koutetsu Sangokushi,6.28,2007.0
Dennou Coil,8.02,2007.0
Gegege no Kitarou (2007),6.95,2007.0
Doujin Work,6.74,2007.0
Clannad,7.99,2007.0
Muteki Choujin Zambot 3,6.99,1977.0
Waga Seishun no Arcadia: Mugen Kidou SSX,7.34,1982.0
Karakuri Zoushi Ayatsuri Sakon,7.33,1999.0
Black Jack (TV),7.58,2004.0
Black Jack 21,7.53,2006.0
Kishin Taisen Gigantic Formula,6.78,2007.0
Shigurui,7.35,2007.0
Aishite Knight,6.79,1983.0
Dr. Slump: Arale-chan,7.2,1981.0
Maple Town Monogatari,6.86,1986.0
Hikari no Densetsu,6.59,1986.0
Alps no Shoujo Heidi,7.42,1974.0
Mori no Tonto-tachi,6.24,1984.0
Lady Lady!!,7.45,1987.0
Honoo no Toukyuuji: Dodge Danpei,7.29,1991.0
Dragon Quest: Dai no Daibouken (TV),7.56,1991.0
Hana no Ko Lunlun,6.9,1979.0
Miyuki,6.61,1983.0
Funny Pets,4.9,2006.0
Ocha-ken: Chokotto Monogatari,6.28,2003.0
Panda-Z: The Robonimation,6.09,2004.0
Karasu Tengu Kabuto,6.38,1990.0
Rakugo Tennyo Oyui,5.73,2006.0
Seraphim Call,6.21,1999.0
Mononoke,8.41,2007.0
Baccano!,8.35,2007.0
Devilman,6.51,1972.0
Mazinger Z,7.28,1973.0
Sentou Mecha Xabungle,7.19,1982.0
Choujuu Kishin Dancougar,6.63,1985.0
Taiyou no Kiba Dougram,7.42,1981.0
Dr. Rin ni Kiitemite!,6.79,2001.0
Hare Tokidoki Buta (TV),6.48,1997.0
Jikuu Tantei Genshi-kun,6.33,1998.0
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.55,1997.0
Red Baron,7.03,1994.0
Transformers: Car Robots,6.53,2000.0
D.I.C.E.,6.38,2006.0
Kakutou Ryouri Densetsu Bistro Recipe,6.01,2002.0
Akihabara Dennou-gumi,6.5,1998.0
Lime-iro Ryuukitan X,5.46,2005.0
Akakichi no Eleven,6.59,1970.0
Jibaku-kun,7.34,1999.0
Uchuu Densetsu Ulysses 31,7.1,1981.0
Anime Sanjuushi,7.11,1987.0
Kenyuu Densetsu Yaiba,7.11,1993.0
Tetsujin 28-gou (2004),7.32,2004.0
Sei Juushi Bismarck,7.24,1984.0
Run=Dim,4.7,2001.0
Pokemon Side Stories,6.9,2003.0
Virus: Virus Buster Serge,5.48,1997.0
Touma Kishinden Oni,6.28,1995.0
Moetan,6.4,2007.0
Rental Magica,6.98,2007.0
Firestorm,5.41,2003.0
Cybersix,7.19,1999.0
Kagaku Ninja-tai Gatchaman,6.93,1972.0
Hoshi no Kirby,6.93,2001.0
SD Gundam Force,5.4,2004.0
GS Mikami,7.22,1993.0
Ashita no Joe,8.34,1970.0
Kodomo no Jikan (TV),6.68,2007.0
Zombie-Loan,6.81,2007.0
Hello! Lady Lynn,7.52,1988.0
Sazae-san,6.16,1969.0
Gokudou-kun Manyuuki,7.4,1999.0
Super Fishing Grander Musashi,6.91,1997.0
Grander Musashi RV,7.06,1998.0
Space Cobra,7.67,1982.0
3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.59,1988.0
Doraemon (1979),7.88,1979.0
School Days,5.51,2007.0
Gear Fighter Dendoh,7.14,2000.0
Takahashi Rumiko Gekijou,7.11,2003.0
Kyouryuu Boukenki Jura Tripper,6.79,1995.0
Onegai My Melody,7.35,2005.0
Goshuushou-sama Ninomiya-kun,6.63,2007.0
Chance Triangle Session,6.43,2001.0
Papuwa,6.59,2003.0
Nangoku Shounen Papuwa-kun,6.31,1992.0
Genshiken 2,7.74,2007.0
Sengoku Majin Goushougun,6.53,1981.0
Masuda Kousuke Gekijou: Gag Manga Biyori 2,7.07,2006.0
Haja Kyosei G Dangaiou,5.42,2001.0
Izumo: Takeki Tsurugi no Senki,6.09,2005.0
Lady Georgie,7.19,1983.0
Robin Hood no Daibouken,7.11,1990.0
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.34,1981.0
Huckleberry no Bouken,6.25,1976.0
Alps Monogatari: Watashi no Annette,6.79,1983.0
Princess Sara,7.68,1985.0
Ai no Wakakusa Monogatari,7.39,1987.0
Perrine Monogatari,7.55,1978.0
Tetsuko no Tabi,6.32,2007.0
Flanders no Inu,7.41,1975.0
Ai Shoujo Pollyanna Story,6.94,1986.0
Shoukoushi Cedie,7.34,1988.0
Jungle Taitei (1989),6.71,1989.0
Trapp Ikka Monogatari,7.62,1991.0
Wakakusa Monogatari: Nan to Jo-sensei,7.55,1993.0
Romeo no Aoi Sora,8.31,1995.0
Captain Future,7.14,1978.0
Shion no Ou,7.49,2007.0
Code-E,6.39,2007.0
Jungle Taitei: Susume Leo!,6.41,1966.0
Uchuujin Tanaka Tarou,6.05,2000.0
Pinocchio yori Piccolino no Bouken,6.32,1976.0
Kojika Monogatari,6.46,1983.0
Jungle Book Shounen Mowgli,6.99,1989.0
Ochame na Futago: Claire Gakuin Monogatari,7.05,1991.0
Mitsubachi Maya no Bouken,6.58,1975.0
Fushigi no Kuni no Alice,6.44,1983.0
Minami no Niji no Lucy,6.98,1982.0
Kashi no Ki Mokku,5.99,1972.0
Don Chuck Monogatari,6.05,1975.0
Araiguma Rascal,6.8,1977.0
Tom Sawyer no Bouken,7.34,1980.0
TaoTao Ehonkan Sekai Doubutsu Banashi,6.75,1983.0
Anime 80-nichikan Sekai Isshuu,6.83,1984.0
Kidou Senshi Gundam 00,8.1,2007.0
Soukou Kihei Votoms,7.68,1983.0
D.C.II: Da Capo II,6.85,2007.0
Shinreigari,7.39,2007.0
Juusenki L-Gaim,6.78,1984.0
Kenkou Zenrakei Suiei-bu Umishou,7.1,2007.0
Mushi-Uta,6.57,2007.0
Sky Girls,6.98,2007.0
Sayonara Zetsubou Sensei,7.84,2007.0
Wangan Midnight,7.49,2007.0
Kakyuusei (TV),6.25,1999.0
Spoon Obasan,6.64,1983.0
Mirai Shounen Conan 2: Taiga Daibouken,6.41,1999.0
Takarajima,7.93,1978.0
Spider Riders: Oracle no Yuusha-tachi,6.57,2006.0
Spider Riders: Yomigaeru Taiyou,6.69,2007.0
"Flanders no Inu, Boku no Patrasche",7.04,1992.0
Teki wa Kaizoku: Neko-tachi no Kyouen,6.04,1989.0
Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,7.16,2007.0
Buzzer Beater 2nd Season,6.75,2007.0
Tetsujin 28-gou,6.35,1963.0
Gokuu no Daibouken,6.3,1967.0
Akai Koudan Zillion,6.59,1987.0
Hidamari no Ki,7.13,2000.0
Uchuu Kaizoku Mito no Daibouken,6.32,1999.0
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,6.06,1999.0
Susie-chan to Marvy,,1999.0
Bakukyuu Renpatsu!! Super B-Daman,6.2,1999.0
Chousoku Spinner,6.64,1998.0
Kaiketsu Jouki Tanteidan,6.58,1998.0
Bakusou Kyoudai Let's & Go,6.87,1996.0
Bakusou Kyoudai Let's & Go WGP,7.04,1997.0
Majime ni Fumajime Kaiketsu Zorori,6.68,2005.0
Wankorobee,,1996.0
Bakusou Kyoudai Let's & Go MAX,6.66,1998.0
Rockman.EXE Beast+,6.78,2006.0
Urayasu Tekkin Kazoku,6.89,1998.0
Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.69,2006.0
Umi no Triton,6.25,1972.0
MapleStory,5.21,2007.0
D4 Princess,6.07,1999.0
Sweet Valerian,5.84,2004.0
Baby Baachan,6.42,2002.0
Mugen Senki Portriss,6.09,2003.0
Mojakou,7.14,1995.0
Kasumin 3rd Season,6.21,2003.0
Monkey Turn,6.42,2004.0
Monkey Turn V,6.44,2004.0
Omoikkiri Kagaku Adventure Sou Nanda!,,2003.0
Potemayo,7.3,2007.0
Tetsuwan Atom,7.07,1963.0
Dash! Kappei,7.15,1981.0
Heisei Inu Monogatari Bow,6.88,1993.0
Juuni Senshi Bakuretsu Eto Ranger,7.0,1995.0
Shippuu! Iron Leaguer,7.15,1993.0
Igano Kabamaru,7.77,1983.0
Super Doll Licca-chan,6.63,1998.0
Galactic Patrol Lensman,6.28,1984.0
Chou Kuse ni Narisou,6.32,1994.0
Juushin Enbu: Hero Tales,6.81,2007.0
Saint Luminous Jogakuin,5.93,1998.0
Oyayubi Hime Monogatari,6.7,1992.0
Bakegyamon,6.61,2006.0
Shakugan no Shana II (Second),7.54,2007.0
B-Legend! Battle B-Daman,6.32,2004.0
Dragonaut: The Resonance,6.56,2007.0
Hello! Sandybell,7.08,1981.0
Candy Candy,7.6,1976.0
Densetsu no Yuusha da Garn,7.1,1992.0
Hana no Mahoutsukai Mary Bell,6.63,1992.0
Onegai! Samia Don,6.95,1985.0
Yadamon,6.42,1992.0
Fuusen Shoujo Temple-chan,6.25,1977.0
Anime Himitsu no Hanazono,7.1,1991.0
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,1989.0
Dondon Dommel to Ron,6.63,1988.0
Geragera Boes Monogatari,7.01,1987.0
Toushou Daimos,7.18,1978.0
Cinderella Monogatari,7.32,1996.0
Madou King Granzort,7.19,1989.0
Dragon Quest: Yuusha Abel Densetsu,6.85,1990.0
Time Travel Tondekeman!,7.35,1989.0
Bamboo Bears,5.84,1997.0
Barbapapa,6.28,1974.0
Barbapapa Sekai wo Mawaru,5.86,1999.0
Arabian Nights: Sindbad no Bouken (TV),7.21,1975.0
Oz no Mahoutsukai (TV),6.7,1986.0
Calimero,6.26,1974.0
Ie Naki Ko,7.88,1977.0
Ie Naki Ko Remy,7.9,1996.0
Miracle☆Girls,7.15,1993.0
Patalliro!,7.33,1982.0
Chiisana Viking Vickie,6.7,1974.0
Anime Oyako Gekijou,6.18,1981.0
Ganbare Goemon,6.13,1997.0
Hakushon Daimaou,6.04,1969.0
Sakigake!! Otokojuku,7.42,1988.0
Code Geass: Hangyaku no Lelouch R2,8.91,2008.0
Cyborg Kuro-chan,7.15,1999.0
Ohayou! Spank,6.71,1981.0
Daisougen no Chiisana Tenshi: Bush Baby,6.99,1992.0
Genki Bakuhatsu Ganbaruger,7.03,1992.0
Ashita no Joe 2,8.77,1980.0
Shugo Chara!,7.41,2007.0
ef: A Tale of Memories.,7.86,2007.0
Myself; Yourself,7.1,2007.0
KimiKiss Pure Rouge,7.25,2007.0
Moonlight Mile 2nd Season: Touch Down,7.26,2007.0
Tensai? Dr. Hamax,,2007.0
Mokke,7.02,2007.0
Mirai Keisatsu Urashiman,6.79,1983.0
Shiawase Sou no Okojo-san,6.57,2001.0
Idol Densetsu Eriko,6.89,1989.0
Sketchbook: Full Color's,7.37,2007.0
Minami-ke,7.63,2007.0
Blue Drop: Tenshi-tachi no Gikyoku,6.66,2007.0
Suteki Tantei Labyrinth,6.64,2007.0
Ookami to Koushinryou,8.21,2008.0
Night Wizard,6.63,2007.0
Kuusou Kagaku Sekai Gulliver Boy,6.58,1995.0
Majin Tantei Nougami Neuro,7.57,2007.0
Bamboo Blade,7.29,2007.0
Ginga Hyouryuu Vifam,7.21,1983.0
Rosario to Vampire,6.73,2008.0
Taiho Shichau zo: Full Throttle,7.16,2007.0
Moyashimon,7.54,2007.0
Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,2007.0
Atashin'chi,7.4,2002.0
Time Bokan Series: Yatterman,6.7,1977.0
Tiger Mask,7.27,1969.0
Kaiketsu Zorro,7.26,1996.0
Gekitou! Crush Gear Turbo,6.84,2001.0
Gu-Gu Ganmo,6.2,1984.0
Yume Senshi Wingman,6.54,1984.0
Haai Step Jun,6.37,1985.0
Esper Mami,6.49,1987.0
Ribbon no Kishi,6.7,1967.0
Chouon Senshi Borgman,6.26,1988.0
Tobe! Isami,7.19,1995.0
Tetsuwan Atom (1980),7.17,1980.0
Ganbare! Kickers,6.86,1986.0
La Seine no Hoshi,6.58,1975.0
Ninja Senshi Tobikage,6.93,1985.0
Robby to Kerobby,,2007.0
Tondera House no Daibouken,6.33,1982.0
Warau Salesman,6.88,1989.0
Aoki Ryuusei SPT Layzner,6.9,1985.0
Attacker You!,6.64,1984.0
xxxHOLiC◆Kei,8.2,2008.0
Junjou Romantica,7.44,2008.0
Shutsugeki! Machine Robo Rescue,6.88,2003.0
Juusenshi Gulkeeva,6.29,1995.0
F-Zero: Falcon Densetsu,6.52,2003.0
Geisters: Fractions of the Earth,5.68,2001.0
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.04,1992.0
Papillon Rose,4.49,2006.0
Chiisana Kyojin Microman,6.32,1999.0
Dash! Yonkurou,6.77,1989.0
Tokimeki Tonight,7.17,1982.0
Kaibutsu-kun,6.58,1968.0
Kaibutsu-kun (1980),6.62,1980.0
Ashita Tenki ni Naare,6.13,1984.0
Boukensha: The Man Was from Spain,6.22,1992.0
Ochamegami Monogatari: Korokoro Pollon,6.98,1982.0
Tsurikichi Sanpei,7.09,1980.0
GR: Giant Robo,6.3,2007.0
Genei Toushi Bastof Lemon,6.07,2001.0
The Kabocha Wine,6.76,1982.0
Makiba no Shoujo Katri,6.99,1984.0
Ichigo Ichie: Koibana Tomobana,6.29,2007.0
Ayakashi,6.29,2008.0
Nessa no Haou Gandalla,5.67,1998.0
Manga Aesop Monogatari (TV),6.08,1983.0
Massugu ni Ikou. 2nd Season,6.52,2004.0
Fortune Quest L,6.57,1997.0
Asobot Senki Gokuu,6.58,2002.0
Ningyohime Marina no Bouken,6.23,1991.0
Wakakusa no Charlotte,6.73,1977.0
Nanatsu no Umi no Tico,7.37,1994.0
Pure-tou no Nakama-tachi,6.35,1983.0
Daisuki! Hello Kitty,6.35,1993.0
Cream Lemon: Lemon Angel,5.3,1987.0
Ganbare Genki,7.32,1980.0
Minami-ke Okawari,7.32,2008.0
Major S4,8.18,2008.0
Zoku Sayonara Zetsubou Sensei,7.89,2008.0
Kimi ga Aruji de Shitsuji ga Ore de,7.09,2008.0
Druaga no Tou: The Aegis of Uruk,7.12,2008.0
Gunslinger Girl: Il Teatrino,7.11,2008.0
Elec-king The Animation,,2007.0
Hatara Kids Mai Ham Gumi,5.95,2007.0
Lemon Angel (1988),5.74,1988.0
Lemon Angel (1988/II),5.68,1988.0
IGPX: Immortal Grand Prix (2005),7.06,2005.0
Bakutou Sengen Daigunder,6.84,2002.0
Kinnikuman,7.21,1983.0
Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.82,1991.0
Himitsu no Akko-chan,6.43,1969.0
Vampiyan Kids,5.92,2001.0
Gasshin Sentai Mechander Robo,5.77,1977.0
Yatterman,6.52,2008.0
Aria the Origination,8.47,2008.0
Hatenkou Yuugi,7.08,2008.0
H2O: Footprints in the Sand,6.97,2008.0
Muteki Koujin Daitarn 3,7.09,1978.0
Dr. Slump,6.98,1997.0
Montana Jones,6.86,1994.0
Kikou Keisatsu Metal Jack,6.25,1991.0
Uchuusen Sagittarius,6.84,1986.0
Wagaya no Oinari-sama.,7.17,2008.0
Yuusha Exkaiser,6.65,1990.0
Giant Gorg,7.16,1984.0
Stop!! Hibari-kun!,7.04,1983.0
Haikara-san ga Tooru,7.14,1978.0
Mnemosyne: Mnemosyne no Musume-tachi,7.23,2008.0
Mikan Enikki,7.17,1992.0
Kiddy GiRL-AND,6.8,2009.0
Fortune Dogs,6.39,2002.0
Mahoutsukai Sally,6.54,1967.0
Kure-nai,7.31,2008.0
Amatsuki,6.86,2008.0
UFO Senshi Dai Apolon,5.89,1976.0
RD Sennou Chousashitsu,7.08,2008.0
Persona: Trinity Soul,6.48,2008.0
Shoubushi Densetsu Tetsuya,7.5,2000.0
RGB Adventure,,2006.0
Majokko Megu-chan,6.72,1974.0
Bus Gamer,6.46,2008.0
Maicching Machiko-sensei,6.19,1981.0
