title,score,year
Dungeon no Naka no Hito,7.12,2024.0
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.53,2024.0
Code Name X,,2023.0
Hero Circle,,2020.0
Hero Circle 2,,2022.0
Kkomimanyeo Lara,,2023.0
Nae Chingu Baninbaneo,,2023.0
Poten Dogs,,2021.0
Poten Dogs Season 2,,2021.0
Robocar Poli 5,,2022.0
Poli wa Hamkkehaneun Gyotonganjeon Iyagi,,2011.0
Roy wa Hamkkehaneun Sobanganjeon Iyagi,,2017.0
Amber wa Hamkkehaneun Saenghwalanjeon Iyagi,,2018.0
Robocar Poli: Song Song Museum,,2020.0
"Maou-sama, Retry! R",5.92,2024.0
Ppungppungppangppang Bubumaen,,2023.0
Maca and Roni,,2021.0
Maca and Roni 2,,2022.0
Papa Dog,,2016.0
Papa Dog Season 2,,2018.0
Papa Dog Season 2 Part 2,,2019.0
Haigakura,5.9,2024.0
Houkago Shounen Hanako-kun,7.12,2023.0
Madougushi Dahliya wa Utsumukanai,6.8,2024.0
Hamidashi Creative,5.61,2024.0
Umeyon Ekisu,,2003.0
Mahou Shokudou Chara Pontan,,2006.0
Oni Sara,,2019.0
Nabiui Moheom,,2023.0
Pantie Hero,,2023.0
Nae Maeumeun Muji,,2023.0
Cricket Pang,,2021.0
Cricket Pang Season 2,,2023.0
Dino Powers,,2022.0
Dino Powers 2,,2023.0
Lindaui Singihan Yeohaeng,,2021.0
Lindaui Singihan Yeohaeng 2,,2023.0
Cabeon,,2023.0
Shasha and Milo,,2023.0
Matsuinu,5.88,2023.0
Obetomo Gakuen,,2008.0
Mikocchaken.,,2018.0
Chickip Dancers 3rd Season,,2023.0
Shinobanai! Crypto Ninja Sakuya,,2023.0
Beyblade X,6.86,2023.0
Supertrons,,2023.0
Space Donguibogam,,2021.0
Space Donguibogam 2,,2023.0
Metal Cardbot,,2023.0
Ochibi-san,6.33,2023.0
Ao no Miburo,6.69,2024.0
BanG Dream! Ave Mujica,8.06,2025.0
Trillion Game,7.56,2024.0
Balala Xiao Mo Xian: Xing Yuan Die Qi 1,,2023.0
Saekomdalkom Catch! Tiniping,,2023.0
Re:Monster,6.54,2024.0
Gekkan Mousou Kagaku,5.39,2024.0
Watari-kun no xx ga Houkai Sunzen,6.15,2025.0
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,6.51,2025.0
Watashi no Shiawase na Kekkon 2nd Season,7.41,2025.0
Synduality: Noir Part 2,7.12,2024.0
Shinigami Bocchan to Kuro Maid 3rd Season,8.13,2024.0
"Tadaima, Okaeri",7.74,2024.0
Bleach: Sennen Kessen-hen - Soukoku-tan,8.67,2024.0
"One Room, Hiatari Futsuu, Tenshi-tsuki.",7.03,2024.0
Goukon ni Ittara Onna ga Inakatta Hanashi,7.39,2024.0
"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",6.13,2024.0
Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,6.32,2025.0
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2,,2026.0
Ao no Orchestra Season 2,7.13,2025.0
Kkomimanyeo Lara Season 2,,2023.0
Dragon Ball Daima,7.59,2024.0
In:App,,2020.0
Koujo Denka no Kateikyoushi,6.31,2025.0
Porong Porong Pororo 8,,2023.0
Rainbow Bubblegem,,2023.0
Bugsbot G,,2020.0
Bite-Choicar Hyper,,2021.0
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,6.82,2024.0
Raise wa Tanin ga Ii,7.18,2024.0
Kamierabi 2nd Season,6.2,2024.0
Karasu wa Aruji wo Erabanai,8.06,2024.0
Riseman,,2023.0
DinoCore Season 2,,2017.0
DinoCore Season 3,,2017.0
DinoCore Evolution,,2018.0
DinoCore Evolution Part 2,,2018.0
Sumikko Gurashi: Sorairo no Mainichi,,2023.0
Sinbi Apartment: Ghost Ball Zero - Du Beonjjae Iyagi,,2023.0
Harimaware! Koinu,,2024.0
Tondemo Skill de Isekai Hourou Meshi 2,7.74,2025.0
Vampire Dormitory,6.22,2024.0
Kisaki Kyouiku kara Nigetai Watashi,5.65,2025.0
"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",6.88,2024.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,7.89,2024.0
Totonoe! Sakuma-kun by &sauna,,2023.0
Na Nare Hana Nare,6.36,2024.0
The New Gate,6.46,2024.0
1 Cho,,2024.0
Houkago Shounen Hanako-kun Part 2,7.11,2024.0
Hello Carbot Season 14,,2023.0
Geomjeong Gomusin,,2001.0
Geomjeong Gomusin 2nd Season,,2001.0
Geomjeong Gomusin 3rd Season,,2004.0
Geomjeong Gomusin 4th Season,,2015.0
Dinoster: Gonglyongsuhodae,,2023.0
Miniforce Part 2,,2015.0
Miniforce X,,2018.0
Miniforce X Part 2,,2019.0
Miniforce: Super Dino Power Part 2,,2020.0
Miniforce Animaltron,,2021.0
Miniforce V Rangers,,2022.0
Choeganggyeongchal Miniforce,,2023.0
Hero Inside,,2023.0
Mahoutsukai no Yakusoku,5.5,2025.0
Yami Shibai 12,5.87,2024.0
Ao no Hako,8.18,2024.0
Heart Cocktail Colorful: Haru-hen,,2023.0
Heart Cocktail Colorful: Natsu-hen,,2023.0
Debu to Love to Ayamachi to!,6.26,2025.0
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,7.55,2024.0
Geomeongsupeul Jikyeola! Birdy Friends,,2023.0
"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",5.23,2024.0
Ramen Akaneko,7.39,2024.0
Dandadan,8.46,2024.0
Mythteria,,2019.0
Mythteria 2nd Season,,2023.0
Shuwawan!,,2023.0
Kabushikigaisha Magi-Lumière,6.96,2024.0
Hoshifuru Oukoku no Nina,7.39,2024.0
Isekai Yururi Kikou: Kosodate shinagara Boukensha shimasu,6.68,2024.0
Wonderful Precure!,7.56,2024.0
Astro Note,6.54,2024.0
Seishun Buta Yarou wa Santa Claus no Yume wo Minai,8.18,2025.0
Heart Cocktail Colorful: Fuyu-hen,,2023.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,,2026.0
Meiji Gekken: 1874,6.32,2024.0
Puniru wa Kawaii Slime,6.91,2024.0
Colorful na Everyday,,2024.0
Make Heroine ga Oosugiru!,8.09,2024.0
Youkai Gakkou no Sensei Hajimemashita!,7.29,2024.0
Sai-Kyo-Oh! Zukan: The Ultimate Battles,,2024.0
Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,7.77,2024.0
MF Ghost 2nd Season,7.8,2024.0
Hyakushou Kizoku 2nd Season,6.79,2024.0
Shy 2nd Season,6.91,2024.0
Suteki! Sakura Mama,,2001.0
Dr. Stone: Science Future,8.25,2025.0
Maca and Roni 3,,2023.0
Shinobanai! Crypto Ninja Sakuya: Ni no Maki,,2024.0
Kimi wa Meido-sama.,7.06,2024.0
Shadowverse Flame: Arc-hen,6.72,2024.0
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,7.91,2025.0
Nijiyon Animation 2,6.84,2024.0
Kamonohashi Ron no Kindan Suiri 2nd Season,7.62,2024.0
Mob kara Hajimaru Tansaku Eiyuutan,5.81,2024.0
Nihon e Youkoso Elf-san.,7.29,2025.0
Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,,2026.0
Akuyaku Reijou Tensei Ojisan,7.37,2025.0
Magical Fang,,2024.0
Touhai: Ura Rate Mahjong Touhairoku,6.6,2024.0
Shinkalion: Change the World,5.84,2024.0
Shoushimin Series,7.35,2024.0
Kamitsubaki-shi Kensetsuchuu.,5.77,2025.0
Muupon,,1999.0
Muupon 2nd Season,,2000.0
Mashin Souzouden Wataru,6.23,2025.0
Elf-san wa Yaserarenai.,5.6,2024.0
Egao no Taenai Shokuba desu.,6.89,2025.0
Maougun Saikyou no Majutsushi wa Ningen datta,6.41,2024.0
Sakuretsu! Amabie-hime. Season 3,,2024.0
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",6.75,2025.0
Hitoribocchi no Isekai Kouryaku,6.56,2024.0
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",6.48,2024.0
Tate no Yuusha no Nariagari Season 4,6.91,2025.0
Tono to Inu,6.67,2024.0
"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",5.71,2024.0
Tasuuketsu,5.54,2024.0
Himitsu no AiPri,6.36,2024.0
Mayonaka Punch,7.35,2024.0
Enjou Bokumetsu! Mahou Shoujo Aiko,,2024.0
Jijia Yingxiong: Ji Dou Yongzhe 2nd Season,,2023.0
Balala Xiao Mo Xian: Xing Yuan Die Qi 2,,2024.0
Nukitashi the Animation,7.02,2025.0
Mabeobsonyeo Dee Dee 2,,2021.0
Tsue to Tsurugi no Wistoria,7.86,2024.0
Sorairo Utility (TV),7.12,2025.0
Kenka Dokugaku,7.33,2024.0
NEET Kunoichi to Nazeka Dousei Hajimemashita,6.13,2025.0
Shiunji-ke no Kodomotachi,7.07,2025.0
Kagaku x Bouken Survival!,,2024.0
Tensei Akujo no Kuro Rekishi,6.55,2025.0
Nageki no Bourei wa Intai shitai,7.04,2024.0
Mahoutsukai ni Narenakatta Onnanoko no Hanashi,6.16,2024.0
Nyaight of the Living Cat,6.34,2025.0
Übel Blatt,6.32,2025.0
"Douse, Koishite Shimaunda.",6.1,2025.0
Babanbabanban Vampire,6.57,2025.0
Honey Lemon Soda,7.17,2025.0
Boku no Tsuma wa Kanjou ga Nai,6.74,2024.0
The iDOLM@STER Shiny Colors 2nd Season,6.34,2024.0
Chibi Godzilla no Gyakushuu 2nd Season,6.78,2024.0
Tensui no Sakuna-hime,6.74,2024.0
"Isshun de Chiryou shiteita noni Yakutatazu to Tsuihou sareta Tensai Chiyushi, Yami Healer toshite Tanoshiku Ikiru",6.84,2025.0
Larva in Mars,,2024.0
Yofukashi no Uta Season 2,8.35,2025.0
Neko ni Tensei shita Ojisan,6.22,2024.0
Shikanoko Nokonoko Koshitantan,6.96,2024.0
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",6.08,2025.0
"Sayounara Ryuusei, Konnichiwa Jinsei",6.33,2024.0
Shibuya♡Hachi,,2024.0
Kumarba,,2024.0
"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",5.78,2025.0
Ishura 2nd Season,7.2,2025.0
Sengoku Youko: Senma Konton-hen,7.58,2024.0
Mono,7.73,2025.0
Zenshuu.,7.58,2025.0
Mato Seihei no Slave 2,,2026.0
Harimaware! Koinu 2nd Season,,2024.0
Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,7.43,2024.0
Kusuriya no Hitorigoto 2nd Season,8.91,2025.0
Kekkon Yubiwa Monogatari II,6.62,2025.0
Ao no Exorcist: Yuki no Hate-hen,7.48,2024.0
"Himesama ""Goumon"" no Jikan desu 2nd Season",,2026.0
Shanhai Chuanqi,,2024.0
Ore dake Level Up na Ken Season 2: Arise from the Shadow,8.62,2025.0
Kkoma Bus Tayo 7,,2024.0
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.26,2024.0
Pumeog,,2024.0
Hangugsa Daemoheom,,2024.0
DoReMi Friends,,2024.0
Charging Topspinner BX,,2024.0
Kodomo Keiji Memetan,,2015.0
Ameku Takao no Suiri Karte,7.14,2025.0
YouTuNya 2nd Season,,2024.0
Ageo to Tim,,2024.0
Youkoso Ninchishou Sekai e,,2022.0
Teogonia,6.9,2025.0
Oshiri Tantei 8th Season,,2024.0
Oshiri Tantei 9th Season,,2025.0
Jyuragi Wonsijeon,,2002.0
"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.59,2024.0
Ninja to Koroshiya no Futarigurashi,7.59,2025.0
Momentary Lily,5.91,2025.0
Arknights: Rise from Ember,7.78,2025.0
Kakuriyo no Yadomeshi Ni,7.07,2025.0
Ikoku Nikki,,2026.0
Tougen Anki,6.56,2025.0
Shin Samurai-den Yaiba,7.2,2025.0
Awajima Hyakkei,,2026.0
Izure Saikyou no Renkinjutsushi?,6.61,2025.0
Okaimono Panda!,,2024.0
Kujima Utaeba Ie Hororo,,2026.0
Kakushite! Makina-san!!,5.5,2025.0
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,6.56,2025.0
Kinoko Inu,6.89,2024.0
Hanazakari no Kimitachi e,,2026.0
Darwin Jihen,,2026.0
Zhongxiao Zhi Bang Bang da,,2020.0
Muzik Tiger In the Forest,,2025.0
Hikaru ga Shinda Natsu,8.05,2025.0
Egumi Legacy,6.69,2024.0
Grami's Circus Show,,2014.0
Dinoster: Gonglyongsuhodae 2nd Season,,2024.0
Nyaaaanvy,5.64,2024.0
Sakamoto Days,7.59,2025.0
Jochum,,2024.0
Tish Tash,,2020.0
9: Ruler's Crown,5.8,2025.0
Pipilu Anquan Tegong Dui Part 2,,2019.0
Robotex,,2015.0
0-saiji Start Dash Monogatari,5.43,2024.0
Osomatsu-san 4th Season,6.18,2025.0
"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",5.77,2025.0
Yami Shibai 13,6.03,2024.0
Gendai Goyaku,,2024.0
Spy x Family Season 3,8.22,2025.0
Tamon-kun Ima Docchi!?,,2026.0
Maarui Kanojo to Zannen na Kareshi,5.86,2024.0
"Hana wa Saku, Shura no Gotoku",7.11,2025.0
Gachiakuta,8.07,2025.0
Guilty Gear Strive: Dual Rulers,5.9,2025.0
Ttogttog Bagsa Eddy,,2011.0
Princession Orchestra,6.69,2025.0
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",7.64,2025.0
Farmagia,5.63,2025.0
Kumarba Season 2,,2024.0
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,6.64,2025.0
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",7.44,2024.0
Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,6.75,2025.0
Tasokare Hotel,7.2,2025.0
Tobot V Season 2,,2020.0
Tobot V: Swag's Secret,,2019.0
Unnamed Memory Act.2,7.12,2025.0
"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta",6.34,2025.0
Ranma ½ (2024),8.0,2024.0
Tobot V: Ujusuhodae,,2021.0
Mirai no Kuromaku-kei Akuyaku Reijou Moriarty no Isekai Kanzen Hanzai Hakusho,5.83,2024.0
Wind Breaker Season 2,7.64,2025.0
Bad Girl,7.07,2025.0
Aru Majo ga Shinu Made,7.35,2025.0
Ooi! Tonbo 2nd Season,7.31,2024.0
Mahou no Shimai Lulutto Lilly,,2026.0
Kaijuu 8-gou 2nd Season,7.8,2025.0
Sentai Daishikkaku 2nd Season,7.08,2025.0
Classic★Stars,5.66,2025.0
Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,7.84,2025.0
"Mikadono Sanshimai wa Angai, Choroi.",7.66,2025.0
Ao no Exorcist: Yosuga-hen,8.0,2025.0
Kuroshitsuji: Midori no Majo-hen,8.17,2025.0
Enen no Shouboutai: San no Shou Part 2,,2026.0
Magic Maker: Isekai Mahou no Tsukurikata,6.81,2025.0
Sanda,7.48,2025.0
"Kanojo, Okarishimasu 4th Season",6.17,2025.0
Naoe-kun wa Yasesasetai.,5.42,2024.0
Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,6.74,2025.0
Jigoku Sensei Nube (2025),6.67,2025.0
Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,6.59,2025.0
Net Miracle Shopping,,2008.0
Net Miracle Shopping 2nd Season,,2010.0
Rock wa Lady no Tashinami deshite,7.9,2025.0
Kono Kaisha ni Suki na Hito ga Imasu,7.51,2025.0
Hello Carbot Season 15,,2024.0
Niwatori Fighter,,2026.0
Kakkou no Iinazuke Season 2,6.72,2025.0
Ohayou! Unko-sensei,,2024.0
Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,7.36,2025.0
"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru",6.11,2025.0
NegaPosi Angler,7.37,2024.0
"Katainaka no Ossan, Kensei ni Naru",6.98,2025.0
"Haite Kudasai, Takamine-san",6.2,2025.0
Silent Witch: Chinmoku no Majo no Kakushigoto,8.13,2025.0
Aharen-san wa Hakarenai Season 2,7.48,2025.0
Kikaijikake no Marie,6.64,2025.0
Shibuya♡Hachi Part 2,,2024.0
Asatir 2: Mirai no Mukashi Banashi,6.39,2024.0
Kankin Kuiki Level X,6.4,2024.0
Punirunes: Puni 2,,2024.0
Sentai Red Isekai de Boukensha ni Naru,6.78,2025.0
Chitose-kun wa Ramune Bin no Naka,7.19,2025.0
Around 40 Otoko no Isekai Tsuuhan,6.35,2025.0
Shasha and Milo Part 2,,2024.0
Jyulagi Cops,,2018.0
Jyulagi Cops: Jura King,,2019.0
Jyulagi Cops 3rd Season,,2021.0
Toy Cop,,2017.0
Toy Cop Season 2,,2018.0
Witch Watch,7.38,2025.0
Ame to Kimi to,7.53,2025.0
Wandance,6.32,2025.0
Mattaku Saikin no Tantei to Kitara,7.34,2025.0
Uma Musume: Cinderella Gray,8.57,2025.0
Yasei no Last Boss ga Arawareta!,7.38,2025.0
Eunbikkabiui Yesnal Yesjeog-e,,1991.0
Eunbikkabiui Yesnal Yesjeog-e 2nd Season,,1992.0
Nanashi Kaidan 3rd Season,,2024.0
Apocalypse Hotel,8.01,2025.0
Yongisanda,,2024.0
Game Center Shoujo to Ibunka Kouryuu,6.66,2025.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1 Gakki,,2026.0
Shibou Yuugi de Meshi wo Kuu.,,2026.0
"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",6.56,2025.0
Pochars,,2024.0
Pinkfong-gwa Hogi: Sae Chingu Ninimo,,2024.0
Maebashi Witches,7.02,2025.0
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,5.52,2025.0
Warau Red List,,2024.0
Ruri no Houseki,8.0,2025.0
"Bye Bye, Earth 2nd Season",6.17,2025.0
Shoushimin Series 2nd Season,8.05,2025.0
Kaoru Hana wa Rin to Saku,8.64,2025.0
Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka,7.57,2025.0
Dark Moon: Tsuki no Saidan,,2026.0
Shinobanai! Crypto Ninja Sakuya: San no Maki,,2025.0
Wish Cat,,2024.0
Metal Cardbot S,,2024.0
Carrie! Haggyogaja,,2024.0
On-chan no Kyou wa Donna Kanji?,,2021.0
Murder Mystery of the Dead,5.65,2024.0
Shooting Star Catch! Tiniping,,2024.0
City The Animation,8.1,2025.0
Kinnikuman: Kanpeki Choujin Shiso-hen Season 2,6.85,2025.0
Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,6.52,2025.0
Biklonz 2nd Season,,2014.0
Biklonz 3rd Season,,2015.0
Kizu darake Seijo yori Houfuku wo Komete,6.65,2025.0
Biklonz 4th Season,,2015.0
Biklonz 5th Season,,2016.0
Sousou no Frieren 2nd Season,,2026.0
Tsue to Tsurugi no Wistoria Season 2,,2026.0
Grand Blue Season 2,8.5,2025.0
Kami no Tou: Koubou-sen,6.89,2024.0
Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,6.52,2025.0
Himekishi wa Barbaroi no Yome,,2026.0
Sylvanian Families: Freya no Piece of Secret,,2024.0
[Oshi no Ko] 3rd Season,,2026.0
Kaijuu Sekai Seifuku (TV),,2025.0
Odayaka Kizoku no Kyuuka no Susume.,,2026.0
Kowloon Generic Romance,7.36,2025.0
"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume""",,2023.0
"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Grand Prix""",,2023.0
"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Derby Conquest""",,2024.0
Kankin Kuiki Level X 2nd Season,6.59,2025.0
Boku no Hero Academia: Final Season,8.87,2025.0
One Piece: Gyojin Tou-hen,7.9,2024.0
"Muchuu sa, Kimi ni.",7.26,2025.0
Karaoke Iko!,7.6,2025.0
"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",6.43,2025.0
"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",6.19,2025.0
Eris no Seihai,,2026.0
Rilakkuma,,2026.0
Ore wa Seikan Kokka no Akutoku Ryoushu!,7.02,2025.0
Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru,7.26,2025.0
Akujiki Reijou to Kyouketsu Koushaku,7.17,2025.0
"Watashi wo Tabetai, Hitodenashi",7.26,2025.0
Kaya-chan wa Kowakunai,,2026.0
Isekai no Sata wa Shachiku Shidai,,2026.0
Yano-kun no Futsuu no Hibi,7.19,2025.0
Arne no Jikenbo,,2026.0
Hotel Inhumans,6.71,2025.0
Zenryoku Usagi (2023) 2nd Season,,2025.0
Sakamoto Days Part 2,7.92,2025.0
Ballpark de Tsukamaete!,7.13,2025.0
"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",6.62,2025.0
Mairimashita! Iruma-kun 4th Season,,2026.0
Dekin no Mogura,6.93,2025.0
Busamen Gachi Fighter,6.33,2025.0
"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",7.67,2025.0
Super Train Ganbari Dash,,2003.0
Anne Shirley,7.88,2025.0
Maarui Kanojo to Zannen na Kareshi 2nd Season,,2024.0
Seihantai na Kimi to Boku,,2026.0
Nazotoki wa Dinner no Ato de,6.46,2025.0
Shabake,6.2,2025.0
Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,,2026.0
Uchuujin MuuMuu,6.87,2025.0
Kimi to Idol Precure♪,7.34,2025.0
Yami Shibai 14,5.8,2025.0
Arms Micron Gekijou,,2012.0
0-saiji Start Dash Monogatari Season 2,5.63,2025.0
Gnosia,7.24,2025.0
Yowayowa Sensei,,2026.0
Masuda Kousuke Gekijou: Gag Manga Biyori Go,6.07,2025.0
Kidou Senshi Gundam: GQuuuuuuX,7.0,2025.0
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,,2026.0
Hello Kitty to Asobou! Manabou!,,2017.0
Necronomico no Cosmic Horror Show,6.11,2025.0
Araiguma Calcal-dan,6.02,2025.0
"Food Court de, Mata Ashita.",7.47,2025.0
Champignon no Majo,,2026.0
Bawang Long Lei Qi,,2023.0
Bawang Long Lei Qi 2nd Season,,2024.0
Tsuihousha Shokudou e Youkoso!,6.98,2025.0
Bukiyou na Senpai.,6.83,2025.0
Koupen-chan,7.45,2025.0
Everyday Host,6.92,2025.0
Dandadan 2nd Season,8.46,2025.0
Hyakushou Kizoku 3rd Season,6.49,2025.0
Ranma ½ (2024) 2nd Season,8.0,2025.0
Vigilante: Boku no Hero Academia Illegals,7.6,2025.0
Sai-Kyo-Oh! Zukan: The Ultimate Tournament,,2025.0
MF Ghost 3rd Season,,2026.0
Puniru wa Kawaii Slime 2nd Season,7.21,2025.0
Shibuya♡Hachi Part 3,,2025.0
Nageki no Bourei wa Intai shitai Part 2,7.39,2025.0
Pinka to Umi no Otomodachi,,1998.0
Hibi wa Sugiredo Meshi Umashi,7.75,2025.0
Futari Solo Camp,6.62,2025.0
Minimini Minini,,2025.0
Rainbow Bubblegem 2: Secret,,2025.0
Kizoku Tensei: Megumareta Umare kara Saikyou no Chikara wo Eru,,2026.0
Fermat no Ryouri,6.95,2025.0
Xi Yangyang Yu Hui Tailang: Qimiao da Yingjiu,,2022.0
Xi Yangyang Yu Hui Tailang: Yong Chuang Siji Cheng,,2023.0
Xi Yangyang Yu Hui Tailang: Aoyou Shenmi Yang,,2023.0
Xi Yangyang Yu Hui Tailang: Xin Shijie Qiyu,,2024.0
Xi Yangyang Yu Hui Tailang: Fengkuang Chao Neng Ying,,2024.0
Xi Yangyang Yu Hui Tailang: Qi Xia da Yingjiu,,2025.0
Xi Yangyang Yu Hui Tailang: Yangyang Qu Maoxian 2,,2021.0
Mizu Zokusei no Mahoutsukai,7.08,2025.0
Kimi to Koete Koi ni Naru,6.78,2025.0
Alma-chan wa Kazoku ni Naritai,7.09,2025.0
Majutsushi Kunon wa Mieteiru,,2026.0
Koori no Jouheki,,2026.0
Hero Inside 2,,2024.0
Pongdangpaemilli,,2024.0
Choeganggonglyong Miniforce,,2025.0
Beuledeu Ibalso 4: Bakery Ppang Stars,,2024.0
Chanto Suenai Kyuuketsuki-chan,6.68,2025.0
Nmeneko,6.14,2025.0
Kizetsu Yuusha to Ansatsu Hime,6.62,2025.0
Taiyou yori mo Mabushii Hoshi,7.08,2025.0
Kagaku x Bouken Survival! 2nd Season,,2025.0
Balala Xiao Mo Xian: Yao Xing Shouhu Zhe,,2024.0
Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,7.0,2025.0
Neko to Ryuu,,2026.0
Ninja to Gokudou,6.16,2025.0
Shuumatsu Touring,6.78,2025.0
Hikuidori: Ushuu Boro Tobi-gumi,,2026.0
Himitsu no AiPri: Ring-hen,6.71,2025.0
Yuusha Party wo Oidasareta Kiyoubinbou,,2026.0
Sawaranaide Kotesashi-kun,6.23,2025.0
Onmyou Kaiten Re:Birth,6.5,2025.0
"Tensei shita Daiseijo wa, Seijo de Aru Koto wo Hitakakusu",,2026.0
Toujima Tanzaburou wa Kamen Rider ni Naritai,7.67,2025.0
Sozai Saishuka no Isekai Ryokouki,5.99,2025.0
Nohara Hiroshi: Hiru Meshi no Ryuugi,6.19,2025.0
"Kamiina Botan, Yoeru Sugata wa Yuri no Hana",,2026.0
Nezurite: Nezumi Oyako to Manabu Net Literacy,,2023.0
Dead Account,,2026.0
Haai! Myakumyaku desu,,2025.0
Oide yo Mahou Shoujo Mura (Fuhou Senkyo),5.43,2025.0
Tensei shitara Dragon no Tamago datta,,2026.0
Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,6.75,2025.0
Mayonaka Heart Tune,,2026.0
Yuusha no Kuzu,,2026.0
Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku,,2025.0
Binan Koukou Chikyuu Bouei-bu Haikara!,6.28,2025.0
Digimon Beatbreak,7.12,2025.0
Ginga Tokkyuu Milky☆Subway,7.82,2025.0
"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezasu",6.25,2025.0
Go! Go! Vehicle Zoo: Vehicle Star-hen,,2025.0
Sorotani no Keibatchi,,2024.0
Punirunes: Puni 3,,2025.0
Sumikko Gurashi: Koko ga Ochitsukun desu,,2025.0
